comment,kebijakan
musibah bagi rakyat hadiah utk pembantu presiden,ppn_12_persen
kalau kebijakan pemerintah hanya untuk malakin rakyatnya dengan kenaikan pajaknya apa bedanya dengan zaman kolonial belanda dulu katanya raja jawa bau bau kolonial,ppn_12_persen
kemenkeu malas berpikir,ppn_12_persen
baru jadi persiden 2bulan udh mengemparkan rakyat,ppn_12_persen
resiko memilih binatang menjadi president pilih manusia saja,ppn_12_persen
ihsg hanya dikendalikan oleh 10 orang jutaanpahlawan bursa investor ritel malah dikatakan penjudi padahal jutaan investor kecil itulah yg harus dilindungi dan bukannya dirampok malah didukung oleh bei ojk,unknown
gila lo indo dibandingin ma philipina indo tambang paling banyaktanah paling luas dan suburlaut paling luas dan paling kayaletak paling strategisalam paling indah utk pariwisata philipina ada wajarnya pajak philipin 12indo dengan berbagai keunggulanya harusnya pajak jauh dibawah 10kalau yg nata negaranya tidak bloooo on dan raaak hustp susah juga dna pemerintah indo adalah majapahit yg banyak terpengaruh oleh indiamajapahit runtuh tidak karena diserang kekuatan asing namun karena maraknya nepotisme korupsi dan kesewenang wenanganmadura pernah berontak kepada majapahit karena nepotisme mengalahkan meritokrasikeadaannya sama seperti sekarang marak nepotisme korupsi kolusi tanpa diserang kekuatan asingpun akan mudah hancur,ppn_12_persen
ternyata kita memilih mereka2 itu hanya untuk memiskinkan kitaini politik bumi hangus namanyabener2 dzolim,unknown
pemerintah konoha dari zaman batu sampai zaman antariksabisanya hanya mengsengsarakan rakyatrakyat di paksa kayak sapi perah,ppn_12_persen
basmi korupsi turunkan ppn ke 10,ppn_12_persen
ppn 12 persen kado buat dukung kejayaan pak prabowo,ppn_12_persen
sampai detik ini belum ada pertek dari kemenkeu soal daftar objek ppn 12 ini yang sampai sekarang juga masih ambigu antara ppn bm barang mewah dan ppn konsumsi dampaknya membuat pengusaha berspekulasi menaikkan harga barangjasa nya menaikkan harganya curi start walau ppn 12 ini belum berlaku,ppn_12_persen
jadi musibah warisan rezim jokowi bajingan tolol,ppn_12_persen
kadang saya masih heran dengan orang menganggap bahwa mulyani adalah sosok menteri terbaik tapi itu adalah fakta mulyani menjadi menteri sby mulyono dan sekarang prabowosungguh tragis negeriku,ppn_12_persen
preiden cumn omon omon saja,unknown
apa musibah itu sperti banyak kejahatan di mana2 cz alasan ekonomi yg tidak mampu,unknown
kado si 58,unknown
kado buat buat pemerintah musibah buat rakyat,ppn_12_persen
musibahlanjut 5thn lagi,unknown
rakyat jangan mau dibodohin hanya karena bansos yang instant tetapi sengsaranya seumur hidup belum gelombang phk yang akan terjadi emang pemerintah mau carikan kerja pasti masa bodoh malah pejabat makin kaya dan foya2 rakyat harus tolak dan lawan kenaikan ppn12,ppn_12_persen
nkri makin lama semakin tidak jelas arahnya,unknown
ini bukan berantas kemiskinan tp membunuh orang miskin,unknown
betul pak bukan kado tp musibah,unknown
yang menjadi masalah itu korupsinya,ppn_12_persen
okegas okegas gasgas terus sampai 50 persen,unknown
kaum 58 pasti joged joged gemoy dapat kado dari haji wowo ini,unknown
inilah akibat hutang pemerintah demi ambisi pribadi bangun infrastruktur dimana sudah melampaui batas kemampuan akhirnya rakyat yang harus membayar lewat pajak,ppn_12_persen
naik2 ke puncak gunung tinggi2 sekali,ppn_12_persen
kisi kisi sektor turun nih,ppn_12_persen
vietnam turun ke 8 konoha malah naekdan buzzer pelayannya masi belain,ppn_12_persen
uang pajak untuk fiskal ironisnya uang pajak itu diambil dari rakyat menengah kebawah uang hasil devisa ekspor hasil bumi malah dikorup habis habisan alasan hilirisasi itu omong kosong hpp itu dari awal di canangkan memang konservatif tidak jelas dan membebankan ekonomi mikro tahun depan dijamin omset dan cashflow bisnis akan tambah seret barang impor bakal banjir tidak ada investor asing yang menanamkan modal diindonesia adalah salah satu penyebab rontok nya ekonomi dalam negeri,ppn_12_persen
kado buat koruptor musibah untuk rakyat,ppn_12_persen
pajak naik oke saja asalkan koruptor di hukum mati harta benda 100 di sita smua dan biar keluarga koruptor masuk ke kategori menengah bawah biar tahu susah ny bagaimana,ppn_12_persen
kado dari pdip,unknown
pak prabowo mhn ditunda,ppn_12_persen
harus ada pejabat yang berani spt zhu rong ji,unknown
kan goalnya 2030 bubar pak masak tidak ngerti nanti tinggal kabur lagi kesana,unknown
ya benar kado buat pemerintah tapi musibah buat warga nya belum lg biaya pajak opsen,ppn_12_persen
agar mengurangi ketergantungan ke sumber daya alam terus yang kemaren hilirisasi nikel itu ngapaiiiinnnn,unknown
dilihat dari sudut pandang mana dulu nih kalau dari 58 pasti kado yg indah tp kalau dilihat dari sudut pandang dari sisa yg 58 psti musibah,unknown
opini kepentingan saya setuju naik 12 pajak expor impor untuk membangun dan pengadaan sarana dan prasarana expor impor negara calo gigit jari berusaha membangun opini pesimis me sebagai negara produsen buktikan kalau mampu mengelola perdagangan artinya membangun itu tidak harus dari hutang,ppn_12_persen
musibah hanya bagi rakyat kecil sementara kado istimewa bagi elit,ppn_12_persen
padahal dari 11 ppn ke 12 ppn berarti naik 1 hemmm arab saudi dari 0 ppn ke 15 ppn tidak pada ribut,ppn_12_persen
kekayaan alam indonesia terbanyak di dunia tapi rakyat di peras pajak tapi hutang negara menggunung ekonomi terpuruk,ppn_12_persen
koruptor 300 t saja hanya dihukum 65 thn dimana keadilannya,ppn_12_persen
yg pilih 58 mana jidatmu,unknown
yg buat musibahitu 58,unknown
logika sederhana saja ppn naik jadi 12 pejabat tambah kaya rakyat tambah miskin,ppn_12_persen
pemerintahan yang membawa bencana,ppn_12_persen
oke gas,unknown
rakyat sdh capek memikirkan pemerintahnya,ppn_12_persen
kelas menengah jatuh miskin yang miskin makin miskin yang kaya pejabat tetap makan lobster,ppn_12_persen
ayo demo,unknown
intinya pemimpin pemimpin di di negara ini rakus dan tamak demi kepentingan pribadi keluarga dan golongan nya,ppn_12_persen
kenapa narasumber tidak membahas asal usul kenaikan ppn 12 asalnya dari inisiator pdip ketua anja ruu harmonisasi pajak diajukan 2021 juga pdip dan di syahkan ketua dpr ri puan maharani yg ketua dpr ri tahun 2021 dengan kenaikan ppn 11 di 2022 dan 12 di 2025 jadi pemerintahan prabowo yg baru 2 minggu ini menjalankan amanah uu harmonisasi pajak no 7 th 2021 kenaikan ppn dari 11 di 2022 menjadi 12 di 2025 pemerintah tidak bisa membatalkan krn di pasal 7 ayat 4 uu harmonisasi pajak no 7 th 2021 tsb sudah membatasi pemerintah bhw pemerintah hanya bisa mengurangi menghapus atau menambah pajak ppn melalui pengajuan rapbn sdgkan rapbn pemerintahan prabowo sudah setujui menjadi apbn sebelum presiden prabowo dilantik dari pada setiap hari menghujat pemerintah yg baru lahir 2 bln yg melaksanakan uu harmonisasi pajak no 7 thn 2021 lebih baik ini podcast mendorong pdip minta maaf kepada rakyat indonesia krn akibat inisiasi pdip merancang dan mengesahkan uu harmonisasi pajak no 7 th 2021 mengakibatkan kegaduhan dimasy kemudian pdip kembali jadi ketua panja utk menerbitkan uu pencabutan uu harmonisasi pajak no 7 th 2021 sehingga pemerintah naikan ppn 1 dari 11 menjadi 12 tidak perlu dilaksanakan pemerintahan prabowo juga bisa bekerja kebali dengan tenang tanpa framing kebencian yg terus menerus dibikin sama org2 yg senang negara ini gaduh,ppn_12_persen
let people take care themselves bring condusive situation like pak harto,unknown
58 rakyat menyambut riang gembira,ppn_12_persen
ekonomi di negeri ini mulai perlahan mati,unknown
petani buruh ngelu ndase,unknown
cnbc indo bodoh2,unknown
saya sih setuju naikin 12 gapap biar makin berantakan biar jatuh sekalian biar tahun depan saya mau liat org2 58 bego itu diampar kebegoannya sendiri,ppn_12_persen
pprabowo mn janjimu akan mensejahterakan rakyat apakah kami rakyat kecil akan dimatikan pelan2,ppn_12_persen
tidak ada rakyat yang menolak ppn 12 persen itu hanyalah gorengan para elit semata titik,ppn_12_persen
warga 59 persen di larang protes jogetin saja ok gas2,ppn_12_persen
yang 10 tahun saja hasilnya begini phk besar2an krn banyak pabrik tutup daya beli lemah sampai deflasi umkm bertumbangan dollar 16rb korupsi jumbo nilai trilyunan lantas mau dilanjutkan lagi kebijakan2nya tinggal tunggu resesi,ppn_12_persen
ppn 12 musibah berat bagi buruhpemiskinan terstruktur,ppn_12_persen
deflasi dari bulan mei nov yg benar,unknown
penguasa era mulyono dan sri mulyani tidak becus ngurus ekonomi yang bisa hanya ngutang bagaimana negeri akan maju untuk menutupi apbn saja harus menekan rakyat dengan berbagai bentuk pajak,ppn_12_persen
dollar lgi tnggi trs nataru thun baru ppn 12 ekonomi bkal parah bnget,ppn_12_persen
pjk naik sdh otomatis smua hrga hrga akan naik,ppn_12_persen
betul musibah yang menambah kemiskinan,unknown
akan hancur perekonomian rayat masyahrakat dan usaha kecil akan banyak tutup pengangguran akan bertambah lagi pengangguran melebih batas pengangguran tidak bekerjapemerintah kita harus belajar lagi ke negara vetnampajak ppn 10 di turun kan menjadi 8karena pemerintah vetnam memikir kan rayat masyahrakat nya dan usaha kecil akan maju pesat usaha kecil vetnampemerintah kita indonesia harus belajar dan berguru sama pemerintah vetnam,ppn_12_persen
saya setuju naik pajak tapi pelaku korupsi dana apbn apbd negara dan keluarga yang menikmatinya harus dihukum mati dan segera tidak antri puluhan tahun lihat berapa tahun kita akan bertahan dan jadi negara maju,ppn_12_persen
ya benar musibah bagi orang kaya pengusaha rakyat miskin walau jadi pemulung tak menjetit karena tak punya kendaraan mewah tak perlu semua gratis org kaya pengusaha lebih hina dari pemulung makam kuburan sajamewah rakus amat kalian menjijikan,ppn_12_persen
kado buat pejabat dan kabinet obesitasnya,unknown
knp tidak dijyal saja negara ini agar masyarakat bisa tegas bersikap mulyono gorong2 biang pemyebab s3mua ini,ppn_12_persen
kado terindah utk kaum kimplus 58 pendukung wowo wiwi pesta makan siang gratis imbas nya yg tidak dukung kena palak pajak jugaa wtf,ppn_12_persen
apbn tekor rakyat jadi tumbal,ppn_12_persen
bukan hanya musibah buat rakyat tapi jelas buat negara juga musibahpondasi ekonomi negara akan runtuhtren deflasi akan berlanjut sepanjang 2025banyak industri akan bangkrut dan melakukan phk karena produk produk tidak laku di serap konsumenmau di eksport dunia sedang kacau di jual dalam negri daya beli sudah hancursiapkan mental kita saudaraku,ppn_12_persen
pemerintah sudah terlalu gemuk biaya pemerintahan lebih besar daripada kebutuhan pembangunan ditambah lagi korupsi pejabat tidak masuk akalanya gaji para pejabat hutang bodoh zaman raja masapahit mulyono selama 10 tahun tambah rusak negara ini,ppn_12_persen
kado tahun bau agar china makin kaya raya dan rakyat bawah makin sengsara,ppn_12_persen
orang akan banyak jajan di warung kecil yg tidak kena pajak,ppn_12_persen
sekarang banyak daerah2 yg lagi kena musibah banjir kok masih sibuk menaik kan ppn rakyat lagi prihatin malah di tambah beban mikir mikir,ppn_12_persen
menkue era 2004202420th masih ada,ppn_12_persen
para para elit sok mikirin rakyat dikasih anggaran digunakan seenaknya saja yg tidak maling uang negara di tangkap yg maling uang negara mingkem,ppn_12_persen
yok joget rame2 yok asolole,unknown
kado buat pejabat dan pegawai di pemerintahan untuk di korupsidipakai buat bansos mengatasnamakan pribadi bukan mengatasnamakan negaradi syukurin saja karena itu sudah pilihan rakyat 58tetap dapat bansos supaya hidup kalian tidak majumaju dibuat malas,ppn_12_persen
pemerintah sdg menambah populasi kemiskinan rakyat biar makin gampang buat di mobilisasi saat ada kepentingan politik elit penguasa,ppn_12_persen
ini namanya kado musibah,unknown
makin lama makin parah,unknown
jadi picu krisis dan juga ya jadi kado musibah gara gara mulyono jadi pemicu utama terlilit utang yang besar dari luar negri,ppn_12_persen
demo serentak solusi terbaik,unknown
indonesia emas apaan,unknown
pelestarian fundamen kemiskinan buat tumbuh kembang segelintir elit,unknown
batalkan saja pajak maafkan koruptor utk menutup apbn,ppn_12_persen
bantai import ilegal,unknown
bersihkan semua korupsi termasuk pertambangan dll saya yakin uang negara akan cukup mensejahterakan rakyat dengan tidak memungut pajak pajak pajak seolah mau menghirup udara saja mau di pajakin,ppn_12_persen
bagaimana ditanya sense of crisisoknumoknum ini bukan manusianamanya saja oknumbagaimana bisa kita berharap pada para bangsatoknumoknum ini pada dasarnya memang bangsatsekarang harapan terakhir rakyat hanya pada kepala negarakalau kepala negaranya juga bangsat tidak ada harapan bagi rakyatini rakyat konoha lho yacatet,ppn_12_persen
yok kita goyang 2 jari,unknown
boikot ke resto ataupun mall dan olshop kembali ke tradisional dan tendaan kalau kemaren jago boikot produk israel sekarang boikot semua yg di kenakan ppn,ppn_12_persen
siapa yg bilang kado kado buat koruptor yaaaa,ppn_12_persen
ayo rame rame user sri mulyani dari bumi indonesis,ppn_12_persen
lucu si gimana bisa kategorikan sekolah mahal atau tidak apa dilihat dari biaya uang sekolah brp sebulan baru dikategorikan sekolah mahal,ppn_12_persen
oke gas oke gas bencana melanda ppn malah naik oke gas oke gas bikin sengsara rakyat,ppn_12_persen
efek dari 10 ke 11 adalah deflasi dan penurunan daya beli saat ini apalagi kalau dinaikkan ke 12 tambah deflasi dan tambah sengsara masyarakat,ppn_12_persen
mana kalian bem se indonesia rakyat indonesia butuh kalian untuk menyerukanpenolakan kenaikan ppn 12mahasiwabembemsi,ppn_12_persen
musibah untuk orang2 kaya harta dan belanjanya akan berkurang lebih banyak kami orang miskin biasa saja tidak pernah belanja barang2 mewah juga,unknown
gara gara bangun kota ditengah hutanyg tidak jelas nasibnyasmua uang nguap kesana dan hilang di telan jin 514,unknown
mudah2an ekonomi mkn hancur dan ino bubar segeraga ada urusan soal nasib kedepanbubar dulu paling pntgbiar stiap daerah betumbuh sndri2 percuma ngra besar pejabatnya setan iblis smua,unknown
pajak di negara ini lebih kayak jatah preman dari pd menyejahterkan rakyat,ppn_12_persen
ppn jadi 12 itu design by jokowi karena mereka butuh uang koruptor utk bangun dinasti,ppn_12_persen
ini contoh pembelaan pedagang dan usahawan yg memang suka naikin harga banyak pdhl umkm yg dari dulu harganya tidak sebentar2 naik tp yg cari cuan dari org2 menengah dan kaya pasti naikin harga krn tidak mau keuntungan berkurang sedikitpun jadi memang pedagang cuan memang hobi naik harga dari dulu ada isu apapun yg naik pasti jadi alasan naik hrga kalau ada yg turun harga tidak diturunin jadi harga mmg suka dinaikin trs shg untung makin bertambah,ppn_12_persen
masalahnya selama ini banyak pedagang naikin harga trs gas naik naik harga cabe naik naik harga beras naik naikim harga umr tiap tahun naik naikin harga juga pln naik naik harga bbm naik naik harga pedagang untung trs dan justru makin naik padahal konsumen naik upahnya tidak sebanding dengan naik harga barang paling parah dan jelas ya liat saja makanan wajar kelas menengah makin turun kelas karena mmg udah tidak wajar banyak harga makanan makanya mall jadi makin sepi yg bisa makan hanya orang kaya berat org2 kelas menengah mengamankan uang untuk pendidikan dan kesehatan yang juga dimainin harganya,ppn_12_persen
parah,unknown
rakyat kena tipu,ppn_12_persen
katanya prabowo presiden dipilih rakyat setelah berkuasa malah menindas rakyat pidatonya selalu atasnya rakyat kok malah menindas rakyat dengan menaikkan ppn12 piye towowo janganlah rakyat dibodohi terus dengan bansos,ppn_12_persen
kenaikan ppn 12 ini hasil dari pemerintahan jokowi dan dpr yg bekerja dan menentukan kebijakanya,ppn_12_persen
musibah dari rezim pdi_p,unknown
apakah gara2 bangun ikn abpn jadi boncos makanya pngen naikin pajak,ppn_12_persen
lucu ygn ngomong kadokado mah harusnya menggembirakan,unknown
janjinya tidak majakin rakyat dan rakyat percaya dan setelah di bohongin bgni mau apa,ppn_12_persen
barusan beli air mineral dan bbrpa snack saja dh naek sekitar 200 rupiah per itemini yg sepele ketauan dan bukan barng premium yg bikin kebijaan kn hanya datanggajiannotabene dari meres pajak rakyat pulang bikin kebijakan yg bisa nguntungin circle koruptor dan kroninya pemerintah tdk punya sense of crisis tapi sense of increase coroup iya,ppn_12_persen
selamat buat yg pilih 58,unknown
hai yg katanya orang2 pintar korup itu bukan musibah enak saja bicara,unknown
udah lama to ituliat tu ppn yg tercantum di bungkus rokok suryakn perbatang bukan perbungkuss,ppn_12_persen
